station,network,code,band,rate,lat,lon,elev_m,km,route,P,S,picks,fetched
JP.JSD,JP,JSD,BH,20.0,38.040001,138.257172,146.0,105.5137702521806,IRIS,0,0,0,True
IU.MAJO,IU,MAJO,HH,100.0,36.54567,138.20406,405.0,134.6661304914566,IRIS,0,0,0,True
IM.MJAR,IM,MJAR,HH,80.0,36.541698,138.209,422.0,135.28548935972844,IRIS,0,0,0,False
