station,network,code,band,rate,lat,lon,elev_m,km,route,P,S,picks,fetched
TW.YHNB,TW,YHNB,HH,100.0,24.6695,121.375702,785.0,96.2861626212092,IRIS,207,173,380,False
TW.SSLB,TW,SSLB,HH,100.0,23.7876,120.954002,450.0,61.75414121385085,IRIS,197,157,354,False
TW.YULB,TW,YULB,HH,100.0,23.3925,121.297096,340.0,54.56138964665944,IRIS,177,113,290,False
JP.YOJ,JP,YOJ,BH,20.0,24.467199,123.011299,32.0,163.8952664082107,IRIS,165,87,252,True
TW.TPUB,TW,TPUB,HH,100.0,23.300501,120.629601,370.0,111.03460927565752,IRIS,159,90,249,False
TW.TDCB,TW,TDCB,HH,100.0,24.252701,121.158302,1280.0,63.0771225899054,IRIS,119,103,222,False
IU.TATO,IU,TATO,HH,100.0,24.9735,121.4971,160.0,128.41571177363286,IRIS,94,63,157,False
TW.HGSD,TW,HGSD,HH,100.0,23.4921,121.423897,132.0,39.005357156260295,IRIS,76,35,111,False
TW.RLNB,TW,RLNB,HH,100.0,23.8911,120.359398,63.1,122.34550349050612,IRIS,57,47,104,False
TW.TWGB,TW,TWGB,HH,100.0,22.817699,121.079903,195.0,121.75052782072213,IRIS,86,17,103,False
TW.WFSB,TW,WFSB,HH,100.0,25.071501,121.781601,751.0,140.95056095064314,IRIS,63,38,101,False
TW.NACB,TW,NACB,HH,100.0,24.1738,121.594704,130.0,39.49665486668026,IRIS,0,0,0,False
TW.CHGB,TW,CHGB,HH,100.0,24.0602,121.174004,1850.0,47.4555525520277,IRIS,0,0,0,False
TW.TATO,TW,TATO,HH,80.0,24.975401,121.488098,53.0,128.67517788405678,IRIS,0,0,0,False
