code,station,ambiguous
A024,,
A124,,
AAA,,
AAK,,
AB31,,
ABNA,,
ABPO,,
ABTA,,
ABTO,,
ADZR,,
AGCC,,
AHRW,,
AJM,,
AK03,,
AK05,,
AK08,,
AK13,,
AK18,,
AK21,,
AK23,,
AKASG,,
AKBB,,
AKT,,
AKTO,,
ALNE,,
ALS,,
AMBH,,
AMRR,,
ANCO,,
ANM,,
ANP,,
APA,,
AQDB,,
ARAG,,
ARCA,,
ARCES,,
ARCR,,
ARG,,
ARK,,
ARMEC,,
ARQ,,
ARR,,
ARSA,,
ARSB,,
ARTI,,
AS01,,
AS31,,
ASAJ,,
ASAR,,
ASF,,
ASHO,,
ASOR,,
ASSE,,
ATAH,,
ATD,,
AXDP,,
AYAN,,
AZL,,
B112,,
B219,,
BAND,,
BANOM,,
BARC,,
BBB,,
BCAR,,
BELG,,
BETC,,
BFO,,
BG01A,,
BG02A,,
BG04A,,
BG05A,,
BG11A,,
BG12A,,
BHK,,
BHV,,
BIDO,,
BIL,,
BILL,,
BIOA,,
BIR,,
BISR,,
BISRR,,
BJI2,,
BJT,,
BKNR,,
BLKB,,
BLSP,,
BMO,,
BMOL,,
BMR,,
BMRD,,
BNX,,
BOK,,
BOM,,
BOOM,,
BOPT,,
BORK,,
BOSR,,
BOVS,,
BOZ,,
BR131,,
BRG,,
BRLS,,
BRTR,,
BRZS,,
BSCB,,
BSEG,,
BSY,,
BSZH,,
BTK,,
BTLS,,
BTO2,,
BUC,,
BUG,,
BURAR,,
BVAR,,
BWNR,,
BZS,,
C092,,
CADS,,
CAN,,
CBBR,,
CBOC,,
CD2,,
CFR,,
CHKH,,
CHKT,,
CHM,,
CHMS,,
CHN1,,
CHN2,,
CHN3,,
CHN4,,
CHN5,,
CHN8,,
CHTO,,
CHVC,,
CHY,,
CHY1,,
CIDE,,
CIT,,
CKRC,,
CLDB,,
CLL,,
CLZ,,
CM31,,
CMAR,,
CMBC,,
CMIG,,
CN2,,
CNLB,,
CNSH,,
COCO,,
COIM,,
COLA,,
CONA,,
COR,,
CPSB,,
CPSR,,
CPUP,,
CRCR,,
CRUC,,
CTA,,
CTAO,,
CTYL,,
CVER,,
CVSR,,
D009,,
D033,,
DAV,,
DAVA,,
DBBC,,
DBIC,,
DEV,,
DHRM,,
DL2,,
DLBC,,
DMTO,,
DOPR,,
DOU,,
DPC,,
DPDB,,
DQM,,
DSB,,
DSXP,,
DYSB,,
DZA,,
EAHA,,
EAST,,
ECBN,,
ECL,,
ECS,,
EDH,,
EDM,,
EGFH,,
EGS,,
EHD,,
EHP,,
EHY,,
EHYH,,
EIL,,
EKA,,
EKS2,,
ELDTW,,
ELK,,
ELL,,
ELND,,
ENA,,
ENTT,,
EOS2,,
EOS3,,
EOS4,,
EOS8,,
EOS9,,
EOSA,,
ERBR,,
ERM,,
ESAO,,
ESDC,,
ESK,,
ESL,,
ETL,,
ETM,,
EWUT,,
EYUL,,
EZN,,
FAQ,,
FCC,,
FETA,,
FFC,,
FINES,,
FITZ,,
FLTG,,
FRB,,
FRKB,,
FULB,,
FUR,,
FUSB,,
FUSS,,
GANJ,,
GARC,,
GEC2,,
GERES,,
GEYT,,
GIRR,,
GKP,,
GNI,,
GOF,,
GOMU,,
GRF,,
GTA2,,
GTK,,
GTTG,,
GULI,,
GUMO,,
GUWA,,
GUY2C,,
GWUB,,
GZH2,,
HAMD,,
HARR,,
HATD,,
HEH,,
HEL,,
HEN,,
HERR,,
HFS,,
HHC,,
HHU,,
HIA,,
HILR,,
HJU,,
HKPS,,
HNLY,,
HNR,,
HNS,,
HOMI,,
HOPE,,
HOQ,,
HSKC,,
HSN,,
HSN1,,
HSPB,,
HUMR,,
HWA,,
HWLB,,
HYB,,
IBBN,,
IBZR,,
ICHU,,
ICOR,,
IDGL,,
IDI,,
IGLA,,
ILA,,
ILAR,,
IMAC,,
IMAR,,
IMAY,,
IMP,,
INCN,,
INK,,
IPFO,,
IPMB,,
IRK,,
ISK,,
ISR,,
ITAN,,
ITIP,,
ITQB,,
ITRB,,
IUG,,
IWEX,,
IZVR,,
JAMC,,
JANB,,
JASK,,
JAVC,,
JBG,,
JCJ,,
JHJ,,
JHNI,,
JHTJ,,
JIJ,,
JIKM,,
JIRJ,,
JIRU,,
JISG,,
JKRS,,
JLN,,
JMDO,,
JMJ,,
JMJ2,,
JMZ,,
JNU,,
JOGS,,
JOSI,,
JOW,,
JRN,,
JTJ,,
JTS,,
JYNG,,
JZAX,,
KAAM,,
KAD,,
KAPI,,
KASTN,,
KAU1,,
KAUH,,
KBA,,
KBD,,
KBK,,
KBS,,
KBZ,,
KDAK,,
KECS,,
KEPZ,,
KEST,,
KEV,,
KHC,,
KIBK,,
KIEV,,
KIRS,,
KIRV,,
KIV,,
KKAR,,
KKN,,
KLR,,
KLYT,,
KMBO,,
KMI2,,
KNM,,
KNMB,,
KOD,,
KOGS,,
KOHI,,
KOLS,,
KPKS,,
KRUC,,
KSAR,,
KSH2,,
KSHI,,
KSP,,
KSRS,,
KUBB,,
KUDL,,
KURBB,,
KURK,,
KVAR,,
KWP,,
LABN,,
LANS,,
LATG,,
LATR,,
LAY,,
LDASE,,
LDUT,,
LELR,,
LESA,,
LGTI,,
LIOB,,
LIT,,
LJU,,
LKN,,
LKRN,,
LON,,
LONT,,
LOT,,
LPAZ,,
LPSR,,
LSA,,
LSZ,,
LTVH,,
LYJJ,,
LYN,,
LYUB,,
LZH,,
MA2,,
MAJO,,
MAK,,
MAKZ,,
MAL2,,
MARR,,
MASBT,,
MASF,,
MATB,,
MAUC,,
MBAR,,
MBWA,,
MCK,,
MDH,,
MDJ,,
MDOK,,
MDP,,
MDRS,,
MDVR,,
MEM,,
MFRD,,
MHTO,,
MHZQ,,
MJAR,,
MK31,,
MKAR,,
MLR,,
MMAI,,
MNGR,,
MNK,,
MOA,,
MODS,,
MOKO,,
MORC,,
MORH,,
MOTA,,
MOX,,
MSUT,,
MSVF,,
MURT,,
MYKA,,
MZR,,
NACGM,,
NARR,,
NAX,,
NAZ,,
NB2,,
NBCA,,
NBCL,,
NBLA,,
NBLV,,
NBMO,,
NBPA,,
NBPB,,
NBPN,,
NC3,,
NC303,,
NCK,,
NCU,,
NCUH,,
NDI,,
NDS,,
NDT,,
NEHR,,
NEUB,,
NEUR,,
NEW,,
NFF,,
NGP,,
NHDH,,
NHW,,
NHY,,
NIE,,
NIL,,
NJ2,,
NJD,,
NJN,,
NKC,,
NML,,
NMLH,,
NNA,,
NNS,,
NNSB,,
NNSH,,
NOA,,
NORC,,
NPLP,,
NRIK,,
NSG,,
NSK,,
NSM,,
NSTT,,
NSX,,
NSY,,
NTC,,
NTST,,
NTY,,
NVAR,,
NVL,,
NVS,,
NWAO,,
NWF,,
NWRT,,
NXZ,,
OBKA,,
OBN,,
ODBI,,
OJC,,
OKC,,
ORTC,,
ORV,,
OSTC,,
OTAV,,
OZAP,,
PALK,,
PAMC,,
PANC,,
PCRV,,
PCYT,,
PDAR,,
PDG,,
PDGK,,
PDYAR,,
PEA0B,,
PET,,
PETK,,
PGA3,,
PGA4,,
PHUB,,
PLCA,,
PLOR,,
PLTB,,
PMG,,
PMNB,,
PMR,,
PMSA,,
PNG,,
POO,,
PRPB,,
PRU,,
PRZ,,
PSI,,
PSTR,,
PSZ,,
PTGC,,
PTH,,
PTMZ,,
PUL,,
PYAG,,
PZH,,
QIZ,,
QSPA,,
QZH2,,
RAGD,,
RAYN,,
RAZG,,
RBK,,
RCBR,,
RCHB,,
RCLB,,
RDF,,
RES,,
RETA,,
RND,,
RO01A,,
RO02A,,
RO04A,,
RO05A,,
RO07A,,
RO11A,,
RO15A,,
RO18A,,
RO19A,,
RO20A,,
RO27A,,
RO32A,,
RO37A,,
RO39A,,
RONA,,
RST,,
RVDE,,
SAHE,,
SAKB,,
SALM,,
SALV,,
SATY,,
SBCB,,
SCHL,,
SCHQ,,
SCLT,,
SCM,,
SCST,,
SCZT,,
SDBA,,
SDNR,,
SDV,,
SEKA,,
SEM,,
SESA,,
SEY,,
SFJD,,
SGF,,
SGLT,,
SGST,,
SHA1,,
SHHT,,
SHLS,,
SHMA,,
SHME,,
SHUL,,
SILR,,
SIM,,
SIT,,
SIV,,
SJMB,,
SKO,,
SLGT,,
SLIU,,
SMDO,,
SMLA,,
SMLT,,
SMOL,,
SMRA,,
SMST,,
SMTB,,
SNAA,,
SNDB,,
SNF,,
SNJT,,
SNST,,
SNW,,
SNY,,
SOC,,
SOHO,,
SOK,,
SOKA,,
SONA,,
SONM,,
SPBC,,
