code,station,ambiguous
A001A,,
A004A,,
A008A,,
A261A,,
A263A,,
A265A,,
A266A,,
A331A,,
A338A,,
A36M,,
AAK,,
AB31,,
ABAH,,
ABKAR,,
ABNA,,
ABTA,,
ACER,,
ACOM,,
AKASG,,
AKTO,,
AMBH,,
AQU,,
ARCES,,
ARSA,,
ARTI,,
ASAR,,
ASF,,
AVAS,,
BAD,,
BALST,,
BANR,,
BARS,,
BBLS,,
BCAR,,
BCI,,
BELG,,
BEO,,
BFO,,
BIOA,,
BJUU,,
BLEU,,
BLKB,,
BMAR,,
BMRD,,
BNALP,,
BNI,,
BOO,,
BORS2,,
BOSA,,
BOSS,,
BOURR,,
BOVS,,
BRG,,
BRTR,,
BRY,,
BSD,,
BSZH,,
BTNL,,
BUD,,
BUM,,
BUR08,,
BURAR,,
BVAR,,
BZS,,
C36M,,
CADS,,
CEME,,
CESX,,
CEY,,
CHVC,,
CKRC,,
CLL,,
CLUD,,
CMAR,,
CONA,,
CRNS,,
CSKK,,
CTI,,
CUC,,
DAVA,,
DAVOX,,
DBRK,,
DEL,,
DEV,,
DIGO,,
DIVS,,
DPC,,
DRE,,
DRGR,,
DUGI,,
EGYH,,
EKA,,
ESDC,,
F28M,,
F31M,,
FDMO,,
FETA,,
FFC,,
FINES,,
FRGS,,
FUORN,,
FUR,,
FUSE,,
GBAS,,
GEC2,,
GEPF,,
GERES,,
GOCS,,
GORS,,
GRA1,,
GRA2,,
GRA3,,
GRB1,,
GRB3,,
GRB4,,
GRB5,,
GRC1,,
GRC2,,
GRC3,,
GRC4,,
GRF,,
GRFO,,
GRG,,
GRUS,,
GTA2,,
GTTG,,
GUMA,,
GURO,,
GZR,,
HAKT,,
HCY,,
HERR,,
HFS,,
HHC,,
HSKC,,
HVAR,,
ILAR,,
IMAR,,
INTR,,
ITM,,
IVA,,
IVAS,,
JAVC,,
JAVS,,
KALN,,
KASTN,,
KBA,,
KBZ,,
KECS,,
KEST,,
KHC,,
KIJV,,
KIRV,,
KK31,,
KKAR,,
KLINJ,,
KLU,,
KNDS,,
KOLS,,
KOME,,
KOOLE,,
KOVH,,
KRUC,,
KSH2,,
KSP,,
KSRS,,
KUBS,,
KURBB,,
KURK,,
LANS,,
LESA,,
LIT,,
LJU,,
LOBO,,
LOT,,
LSTV,,
LTVH,,
MAKA,,
MARCO,,
MARR,,
MATE,,
MD01,,
MDVR,,
MKAR,,
MLR,,
MMAI,,
MOA,,
MORC,,
MORH,,
MORI,,
MOTA,,
MOX,,
MOZS,,
MPLH,,
MPRI,,
MUD,,
MURB,,
MYKA,,
NIE,,
NKC,,
NKME,,
NOA,,
NRCA,,
NVLJ,,
OBKA,,
OHR,,
OJC,,
OKC,,
ORIF,,
OSTC,,
PAOL,,
PDAR,,
PDG,,
PDGK,,
PERS,,
PLE,,
PLIT,,
PLONS,,
PLOR,,
PLVB,,
PPLA,,
PRA,,
PRED,,
PSZ,,
PTCC,,
PTJ,,
PVCC,,
PVY,,
RABC,,
RETA,,
RICC,,
RICI,,
RIY,,
RJOB,,
ROBS,,
RONA,,
SABO,,
SCHQ,,
SDV,,
SELS,,
SESA,,
SIRR,,
SJES,,
SKDS,,
SKT,,
SLE,,
SOKA,,
SONM,,
SOP,,
SPITS,,
SQTA,,
SRE,,
SRO,,
SSB,,
STAL,,
STEB,,
STKA,,
STON,,
STU,,
SUBS,,
SULZ,,
SURR,,
TANN,,
TEKS,,
TEOL,,
TIH,,
TIM,,
TIP,,
TNS,,
TORD,,
TREB,,
TREC,,
TRI,,
TRPA,,
TRUS,,
TUE,,
TXAR,,
UBR,,
UDBI,,
ULC,,
ULM,,
UPC,,
UPM,,
USRK,,
VAY,,
VINO,,
VNDA,,
VNDS,,
VOIR,,
VOJS,,
VRAC,,
VRI,,
VRSS,,
VYHS,,
WATA,,
WET,,
WILA,,
WINA,,
WLF,,
WTTA,,
XAN,,
YKA,,
YKAW3,,
ZAGS,,
ZALV,,
ZAPS,,
ZAVS,,
ZCCA,,
ZST,,
ZVC,,
