code,station,ambiguous
CBOL,ES.CBOL,
CBRE,ES.CBRE,
CCAL,ES.CCAL,
CCUM,ES.CCUM,
CENR,ES.CENR,
CGOR,ES.CGOR,
CJED,ES.CJED,
CJUL,ES.CJUL,
CMCL,ES.CMCL,
CMIR,ES.CMIR,
CPUN,ES.CPUN,
CROM,ES.CROM,
CTEN,ES.CTEN,
CTIG,ES.CTIG,
EGOM,ES.EGOM,
EHIG,ES.EHIG,
TBT,ES.TBT,
CNOR,,
CRAJ,,
CTFS,,
EXILP,,
