code,station,ambiguous
AAK,,
AAL,,
AB31,,
ABNA,,
ABPO,,
ABTA,,
ABTO,,
ACRG,,
ADH,,
ADZR,,
AFI,,
AFSR,,
AGG,,
AGRB,,
AHRW,,
AJM,,
AJN,,
AK03,,
AK05,,
AK08,,
AK13,,
AK15,,
AK18,,
AK21,,
AK23,,
AKASG,,
AKBB,,
AKCA,,
AKCD,,
AKDA,,
AKDM,,
AKK1,,
AKK2,,
AKL,,
AKO,,
AKSY,,
AKT,,
AKTO,,
ALAN,,
ALE,,
ALN,,
ALNE,,
ALUC,,
ANM,,
ANN,,
ANTO,,
APA,,
APE,,
AQU,,
ARBE,,
ARCES,,
ARCR,,
ARD1,,
ARG,,
ARK,,
ARQ,,
ARR,,
ARSA,,
ARSB,,
ARTI,,
ASAJ,,
ASAR,,
ASF,,
ASHO,,
ASUD,,
ATAB,,
AVNS,,
AYAN,,
AZEY,,
BAIL,,
BAL3X,,
BAND,,
BANOM,,
BANR,,
BART,,
BATM,,
BAYT,,
BCA,,
BCAR,,
BDFB,,
BDRM,,
BECE,,
BEDF,,
BEL,,
BELG,,
BERE,,
BFO,,
BHD,,
BHK,,
BHL,,
BHPL,,
BIDO,,
BIGH,,
BIL,,
BILL,,
BIR,,
BISRR,,
BIZ,,
BJI2,,
BJT,,
BLA,,
BLIS,,
BLKB,,
BLVD,,
BLY,,
BMAR,,
BMO1,,
BMOL,,
BMR,,
BMRD,,
BNGB,,
BNI,,
BNX,,
BOK,,
BOOM,,
BOPT,,
BORG,,
BORK,,
BORR,,
BOVS,,
BOZ,,
BOZY,,
BR131,,
BRG,,
BRTR,,
BRZS,,
BSCB,,
BSEG,,
BSIR,,
BSKQ,,
BSY,,
BSZH,,
BTK,,
BTLR,,
BTLS,,
BTMN,,
BTO2,,
BUC1,,
BURAR,,
BVA0,,
BVAR,,
BWNR,,
BZK,,
BZS,,
CANT,,
CAVK,,
CCA1,,
CD2,,
CDAG,,
CEIR,,
CFR,,
CHAY,,
CHBY,,
CHM,,
CHMS,,
CHOM,,
CHTO,,
CHVC,,
CIFT,,
CIT,,
CJR,,
CKRC,,
CKRK,,
CLDB,,
CLDR,,
CLGH,,
CLL,,
CLZ,,
CM12,,
CM31,,
CMAR,,
CMLA,,
CN2,,
CNGT,,
COCO,,
COI,,
COLA,,
CONA,,
COPA,,
CORM,,
CRAR,,
CTI,,
CTON,,
CUAYA,,
CUGUR,,
CUKAN,,
CUSAR,,
CUZAR,,
CVSR,,
CWF,,
DALR,,
DANN,,
DAVA,,
DAVOX,,
DBF,,
DBIC,,
DED,,
DEL,,
DEV,,
DGAR,,
DGPR,,
DGZ,,
DHRM,,
DHUB,,
DIAM,,
DIKM,,
DIYA,,
DL2,,
DMN,,
DMTO,,
DOK,,
DOPR,,
DOU,,
DPC,,
DQM,,
DQRL,,
DRGR,,
DRK,,
DRUM,,
DSB,,
DYA,,
DZA,,
EAB,,
ECAT,,
ECH,,
EDI,,
EDM,,
EDMD,,
EFOR,,
EIL,,
EKA,,
EKONA,,
EKS2,,
ELBS,,
ELIB,,
ELL,,
ELMS,,
ELND,,
ELSH,,
ELZ,,
ELZG,,
EMRE,,
ERBA,,
ERBG,,
ERBR,,
ERCV,,
ERM,,
ERZM,,
ERZN,,
ES10,,
ESBB,,
ESDC,,
ESK,,
ESKT,,
ESRB,,
ESY,,
ETEKE,,
EUZM,,
EVO,,
EZN,,
FAQ,,
FCC,,
FETA,,
FFC,,
FIA1,,
FINES,,
FITZ,,
FLTG,,
FOEL,,
FRB,,
FUL,,
FUR,,
GAL1,,
GAZI,,
GDLE,,
GEC2,,
GERES,,
GHWR,,
GIRR,,
GKN,,
GKP,,
GNI,,
GOF,,
GOMU,,
GRF,,
GRNL,,
GTA2,,
GTTG,,
GUA01,,
GULE,,
GULI,,
GUMT,,
GUN,,
GUNE,,
GURO,,
GUZR,,
GZH2,,
GZR,,
GZT,,
H02S1,,
H02S2,,
H04N1,,
H04N2,,
H04N3,,
H07N1,,
H07S1,,
H08S1,,
H08S2,,
H08S3,,
H10N1,,
H10N2,,
H10N3,,
H10S2,,
H10S3,,
HACI,,
HAL,,
HAMD,,
HANM,,
HARR,,
HASA,,
HATD,,
HDMB,,
HEH,,
HEKM,,
HERR,,
HFS,,
HHC,,
HIA,,
HILR,,
HLG,,
HLM1,,
HMDM,,
HMNX,,
HNS,,
HOMI,,
HOPA,,
HOQ,,
HOR,,
HPK,,
HSKC,,
HUMR,,
HYB,,
IASR,,
IBBN,,
IBDR,,
IBZR,,
ICOR,,
IDGL,,
IGLA,,
IIGN,,
IKRK,,
ILAR,,
ILTH,,
IMAR,,
INCN,,
INK,,
INVG,,
IOMK,,
IRK,,
ISAL,,
ISP,,
ISR,,
ITTB,,
ITU3,,
IWEX,,
IZAR,,
IZDR,,
IZVR,,
JAVC,,
JGN,,
JHNI,,
JHS,,
JLN,,
JMDO,,
JNU,,
JOF,,
JOSI,,
JOSR,,
JOT,,
JRN,,
JRY,,
JSA,,
JSG,,
KAAM,,
KAD,,
KAHM,,
KALB,,
KAMA,,
KAMT,,
KAPI,,
KARG,,
KARO,,
KARS,,
KASTN,,
KBA,,
KBD,,
KBK,,
KBL,,
KBS,,
KBZ,,
KDAK,,
KDJ,,
KDZE,,
KEBE,,
