key,weight,event,origin,lat,lon,depth_km,mag,nearest_event_idx,nearest_dt_s,nearest_dist_km,nearest_class
kaikoura_2016,instance,2016p858156,2016-11-13 12:25:55.365623+00:00,-42.6702919,172.8690033,10.12402534,5.258754998,68,-1.79,114.2,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858168,2016-11-13 12:31:47.268002+00:00,-42.64306641,172.8258057,8.546375275,4.033911781,74,-20.61,121.9,5<|dt|<=30s
kaikoura_2016,instance,2016p858171,2016-11-13 12:32:21.969446+00:00,-42.27850342,173.4971466,5.0,4.40973561,74,14.1,63.8,5<|dt|<=30s
kaikoura_2016,instance,2016p858172,2016-11-13 12:34:18.628629+00:00,-42.62500381,172.9144745,13.33457756,4.129002677,77,-23.23,147.3,5<|dt|<=30s
kaikoura_2016,instance,2016p858166,2016-11-13 12:35:32.964572+00:00,-42.64937592,172.8868103,11.656558989999999,3.872181924,78,-42.93,130.5,30<|dt|<=120s
kaikoura_2016,instance,2016p858181,2016-11-13 12:39:56.577833+00:00,-41.85031128,173.9479828,12.0,3.847592104,81,-16.98,34.1,5<|dt|<=30s
kaikoura_2016,instance,2016p858184,2016-11-13 12:40:54.687701+00:00,-42.42881713,173.3327939,8.046875,4.850520403,82,3.81,53.6,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858185,2016-11-13 12:41:24.282092+00:00,-42.52948761,173.1735229,5.0,4.48586194,83,-16.39,39.3,5<|dt|<=30s
kaikoura_2016,instance,2016p858213,2016-11-13 12:56:17.108936+00:00,-42.54594803,173.7507935,6.0839667319999995,4.507018761,96,1.19,81.8,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858219,2016-11-13 12:58:30.459078+00:00,-41.94383621,174.2024078,5.0,4.011556623,99,12.21,26.7,5<|dt|<=30s
kaikoura_2016,instance,2016p858281,2016-11-13 13:33:38.485238+00:00,-42.2379303,173.8206482,5.0,4.405247551,142,-5.44,29.6,5<|dt|<=30s
kaikoura_2016,instance,2016p858286,2016-11-13 13:35:14.981870+00:00,-41.78201675,173.504425,18.09215927,3.992477392,144,13.46,67.4,5<|dt|<=30s
kaikoura_2016,instance,2016p858290,2016-11-13 13:37:25.009296+00:00,-42.4613266,173.1970978,10.46934795,4.342912165,146,4.45,51.8,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858295,2016-11-13 13:38:25.226575+00:00,-41.9795723,173.8778687,5.0,3.770117059,147,-1.85,32.0,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858296,2016-11-13 13:39:44.212933+00:00,-41.98872375,173.680481,5.707504272,3.981290707,149,1.86,40.8,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858309,2016-11-13 13:46:51.007771+00:00,-42.51102066,173.2125549,13.08431721,4.135344083,160,-17.04,122.8,5<|dt|<=30s
kaikoura_2016,instance,2016p858327,2016-11-13 13:56:42.490541+00:00,-42.64139175,172.7759094,11.20367908,4.149212513,172,-4.07,74.9,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858331,2016-11-13 13:58:57.362940+00:00,-42.54875565,173.3216705,14.798880579999999,3.528456416,174,21.38,41.5,5<|dt|<=30s
kaikoura_2016,instance,2016p858334,2016-11-13 14:00:27.531376+00:00,-42.04532242,173.8656921,5.0,4.259083295,177,4.69,39.5,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858340,2016-11-13 14:04:23.670948+00:00,-42.59799576,173.0162811,11.86807919,5.140240672,181,15.42,60.0,5<|dt|<=30s
kaikoura_2016,instance,2016p858341,2016-11-13 14:05:20.899934+00:00,-42.25891495,173.9133453,5.0,4.371502389,182,-69.23,27.3,30<|dt|<=120s
kaikoura_2016,instance,2016p858347,2016-11-13 14:07:23.088291+00:00,-42.67722321,172.777359,8.511013985,4.758805722,183,-42.29,117.3,30<|dt|<=120s
kaikoura_2016,instance,2016p858348,2016-11-13 14:08:10.595897+00:00,-41.78155136,174.0567932,11.04689407,4.324383602,183,5.22,38.2,5<|dt|<=30s
kaikoura_2016,instance,2016p858352,2016-11-13 14:08:42.593612+00:00,-42.65197372,172.7860413,5.0,4.665203958,183,37.22,115.2,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858025,2016-11-13 11:16:07.143576+00:00,-42.60528183,172.9548798,16.25598907,4.972231376,1,-84.42,124.8,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858026,2016-11-13 11:16:53.912618+00:00,-41.97641754,174.0692749,5.0,4.780315751,1,-37.65,26.2,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858027,2016-11-13 11:17:18.994519+00:00,-42.55535507,173.0496368,14.44154739,4.858002852,1,-12.57,115.5,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858032,2016-11-13 11:19:32.825892+00:00,-42.02248001,173.7016907,5.0,5.318619852,4,-0.31,50.1,"|dt|<=5s, dist>30km"
kaikoura_2016,quakescope2026,2016p858034,2016-11-13 11:21:15.633552+00:00,-42.60958481,173.0251007,9.518454552,4.965940038,4,102.5,116.7,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858035,2016-11-13 11:21:59.701981+00:00,-41.79732513,174.2312012,10.15599918,4.575887664,5,-137.85,47.4,|dt|>120s
kaikoura_2016,quakescope2026,2016p858037,2016-11-13 11:22:31.472048+00:00,-42.15118408,173.4656067,5.0,4.848249243,5,-106.08,27.1,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858036,2016-11-13 11:23:32.903574+00:00,-42.16729355,173.8248901,4.238160133,4.774444777,5,-44.64,17.4,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858049,2016-11-13 11:28:17.129822+00:00,-41.86572266,174.1859131,5.0,4.139461622,8,15.48,9.1,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858052,2016-11-13 11:30:24.885250+00:00,-42.52959824,173.3555603,20.47912598,4.483022753,9,19.89,106.9,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858053,2016-11-13 11:30:26.739959+00:00,-42.14182663,173.8280334,6.452077389,5.108869636,9,21.74,48.8,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858054,2016-11-13 11:30:40.445674+00:00,-42.70393372,172.7563782,5.0,4.018992078,10,-11.03,111.1,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858055,2016-11-13 11:32:07.000958+00:00,-42.24645996,173.6727753,11.26408863,6.183156744,11,42.76,8.4,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858058,2016-11-13 11:33:49.041737+00:00,-41.81458282,174.2102814,5.496979237,5.45523004,12,-113.22,3.9,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858059,2016-11-13 11:35:05.711942+00:00,-42.22956848,173.7826996,5.0,4.678642487,12,-36.55,59.7,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858072,2016-11-13 11:40:22.690692+00:00,-42.66152573,172.7606659,4.230461597000001,4.127967103,16,-22.87,53.3,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858071,2016-11-13 11:41:08.061697+00:00,-42.4037056,173.7074127,1.372720003,4.064400289,16,22.5,29.5,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858074,2016-11-13 11:41:48.748980+00:00,-41.79508209,174.2585754,5.780201912000001,5.582634237,17,-56.27,19.6,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858077,2016-11-13 11:44:16.258943+00:00,-41.90325546,173.8865356,12.74179554,4.088879253,18,42.42,155.0,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858080,2016-11-13 11:45:25.993697+00:00,-41.686306,174.2298584,11.64010715,4.441806642,19,21.05,98.5,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858083,2016-11-13 11:47:03.845099+00:00,-41.68528366,174.1980896,8.601322174000002,4.228200397,21,-48.3,53.2,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858093,2016-11-13 11:51:03.676712+00:00,-42.35023117,173.4546967,4.866723061,4.549469386,24,-31.57,130.3,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858094,2016-11-13 11:52:44.351646+00:00,-42.20107269,173.6026306,9.046556473,6.136439961,25,-55.29,75.3,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858097,2016-11-13 11:53:14.229117+00:00,-41.78520584,174.4197998,5.0,5.226144565,25,-25.41,6.6,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858109,2016-11-13 11:59:37.724515+00:00,-42.28684998,173.8170471,10.00060463,4.604215113,28,23.22,12.5,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858108,2016-11-13 12:00:23.493868+00:00,-41.86897278,173.9737244,9.116514206,4.565564635,29,-33.88,40.6,30<|dt|<=120s
kaikoura_2016,quakescope2026,2016p858115,2016-11-13 12:03:55.580497+00:00,-41.73196793,174.1649628,5.0,5.147072764,32,-1.49,106.6,"|dt|<=5s, dist>30km"
kaikoura_2016,quakescope2026,2016p858116,2016-11-13 12:04:13.879857+00:00,-41.66528702,174.3447266,10.04419327,5.07044771,32,16.81,112.9,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858117,2016-11-13 12:04:26.677522+00:00,-41.68189621,174.2514343,5.517437458000001,4.898313193,32,29.61,111.3,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858118,2016-11-13 12:06:39.670140+00:00,-42.58607864,172.8027191,0.5259768963,4.0323017,34,-15.07,140.1,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858122,2016-11-13 12:07:29.743447+00:00,-42.14527512,173.6002655,12.27823734,4.632073733,36,-2.68,87.0,"|dt|<=5s, dist>30km"
kaikoura_2016,quakescope2026,2016p858128,2016-11-13 12:10:21.365947+00:00,-41.87003326,173.9710999,7.335517406,4.457834551,39,21.71,43.6,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858131,2016-11-13 12:11:45.849049+00:00,-41.93925476,174.2323914,5.0,4.38780776,41,-9.85,47.1,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858144,2016-11-13 12:17:58.157044+00:00,-42.19194794,173.8181915,16.863706590000003,4.506975759,47,-5.94,54.4,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858145,2016-11-13 12:19:29.839126+00:00,-42.5918808,172.8708496,38.69797516,4.352516879,48,22.23,153.6,5<|dt|<=30s
kaikoura_2016,quakescope2026,2016p858147,2016-11-13 12:20:40.905840+00:00,-42.28661728,173.9790192,9.752326965,5.033383097,50,2.72,57.1,"|dt|<=5s, dist>30km"
kaikoura_2016,quakescope2026,2016p858149,2016-11-13 12:22:20.379748+00:00,-42.62676239,172.8751831,11.88705063,4.6252295,52,7.29,153.0,5<|dt|<=30s
