key,weight,event,origin,lat,lon,depth_km,mag,nearest_event_idx,nearest_dt_s,nearest_dist_km,nearest_class
kaikoura_2016,jma_wc,2016p858025,2016-11-13 11:16:07.143576+00:00,-42.60528183,172.9548798,16.25598907,4.972231376,0,-79.19,92.5,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858026,2016-11-13 11:16:53.912618+00:00,-41.97641754,174.0692749,5.0,4.780315751,0,-32.42,39.2,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858027,2016-11-13 11:17:18.994519+00:00,-42.55535507,173.0496368,14.44154739,4.858002852,0,-7.34,83.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858030,2016-11-13 11:18:38.600009+00:00,-42.01209259,173.7884369,5.0,5.03046443,1,-29.35,20.3,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858034,2016-11-13 11:21:15.633552+00:00,-42.60958481,173.0251007,9.518454552,4.965940038,3,-1.47,59.6,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858035,2016-11-13 11:21:59.701981+00:00,-41.79732513,174.2312012,10.15599918,4.575887664,3,42.59,77.6,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858037,2016-11-13 11:22:31.472048+00:00,-42.15118408,173.4656067,5.0,4.848249243,3,74.36,27.7,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858036,2016-11-13 11:23:32.903574+00:00,-42.16729355,173.8248901,4.238160133,4.774444777,4,-44.66,17.4,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858049,2016-11-13 11:28:17.129822+00:00,-41.86572266,174.1859131,5.0,4.139461622,7,15.0,10.1,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858052,2016-11-13 11:30:24.885250+00:00,-42.52959824,173.3555603,20.47912598,4.483022753,10,-26.6,65.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858053,2016-11-13 11:30:26.739959+00:00,-42.14182663,173.8280334,6.452077389,5.108869636,10,-24.74,17.3,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858054,2016-11-13 11:30:40.445674+00:00,-42.70393372,172.7563782,5.0,4.018992078,10,-11.04,111.1,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858055,2016-11-13 11:32:07.000958+00:00,-42.24645996,173.6727753,11.26408863,6.183156744,11,41.91,18.0,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858058,2016-11-13 11:33:49.041737+00:00,-41.81458282,174.2102814,5.496979237,5.45523004,12,-47.42,22.7,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858072,2016-11-13 11:40:22.690692+00:00,-42.66152573,172.7606659,4.230461597000001,4.127967103,17,-25.66,69.5,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858071,2016-11-13 11:41:08.061697+00:00,-42.4037056,173.7074127,1.372720003,4.064400289,17,19.71,18.1,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858077,2016-11-13 11:44:16.258943+00:00,-41.90325546,173.8865356,12.74179554,4.088879253,20,39.78,136.7,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858080,2016-11-13 11:45:25.993697+00:00,-41.686306,174.2298584,11.64010715,4.441806642,21,21.05,98.5,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858083,2016-11-13 11:47:03.845099+00:00,-41.68528366,174.1980896,8.601322174000002,4.228200397,23,-48.3,53.2,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858089,2016-11-13 11:50:13.635584+00:00,-41.7590065,174.2753906,3.327513456,4.574474222,25,5.15,29.2,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858094,2016-11-13 11:52:44.351646+00:00,-42.20107269,173.6026306,9.046556473,6.136439961,28,43.4,74.3,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858097,2016-11-13 11:53:14.229117+00:00,-41.78520584,174.4197998,5.0,5.226144565,29,-27.42,7.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858109,2016-11-13 11:59:37.724515+00:00,-42.28684998,173.8170471,10.00060463,4.604215113,31,56.41,39.9,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858108,2016-11-13 12:00:23.493868+00:00,-41.86897278,173.9737244,9.116514206,4.565564635,32,-33.88,40.6,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858115,2016-11-13 12:03:55.580497+00:00,-41.73196793,174.1649628,5.0,5.147072764,36,-30.33,4.5,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858116,2016-11-13 12:04:13.879857+00:00,-41.66528702,174.3447266,10.04419327,5.07044771,36,-12.03,14.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858118,2016-11-13 12:06:39.670140+00:00,-42.58607864,172.8027191,0.5259768963,4.0323017,40,-15.61,144.0,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858122,2016-11-13 12:07:29.743447+00:00,-42.14527512,173.6002655,12.27823734,4.632073733,41,9.58,64.9,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858131,2016-11-13 12:11:45.849049+00:00,-41.93925476,174.2323914,5.0,4.38780776,46,-13.1,29.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858134,2016-11-13 12:12:00.634556+00:00,-41.95685959,173.9850616,8.148046494,5.044006012,46,1.69,35.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858144,2016-11-13 12:17:58.157044+00:00,-42.19194794,173.8181915,16.863706590000003,4.506975759,55,-5.93,54.4,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858145,2016-11-13 12:19:29.839126+00:00,-42.5918808,172.8708496,38.69797516,4.352516879,56,18.93,153.1,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858147,2016-11-13 12:20:40.905840+00:00,-42.28661728,173.9790192,9.752326965,5.033383097,58,3.07,57.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858149,2016-11-13 12:22:20.379748+00:00,-42.62676239,172.8751831,11.88705063,4.6252295,60,8.59,148.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858152,2016-11-13 12:23:37.329714+00:00,-42.52782059,173.1630249,5.436423779,4.934253935,61,24.54,19.7,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858150,2016-11-13 12:24:25.072543+00:00,-42.43663406,173.2032928,8.100306511,4.618213367,62,-45.77,69.9,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858156,2016-11-13 12:25:55.365623+00:00,-42.6702919,172.8690033,10.12402534,5.258754998,63,-18.33,133.0,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858168,2016-11-13 12:31:47.268002+00:00,-42.64306641,172.8258057,8.546375275,4.033911781,67,24.92,140.4,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858171,2016-11-13 12:32:21.969446+00:00,-42.27850342,173.4971466,5.0,4.40973561,68,-49.98,76.6,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858170,2016-11-13 12:33:16.196472+00:00,-41.91569138,173.9768829,8.834962845,4.582711102,68,4.24,41.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858172,2016-11-13 12:34:18.628629+00:00,-42.62500381,172.9144745,13.33457756,4.129002677,69,7.19,137.5,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858166,2016-11-13 12:35:32.964572+00:00,-42.64937592,172.8868103,11.656558989999999,3.872181924,70,51.29,156.1,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858178,2016-11-13 12:37:44.960969+00:00,-42.40984726,173.3363647,6.058712959,4.839225459,71,-3.22,41.2,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858181,2016-11-13 12:39:56.577833+00:00,-41.85031128,173.9479828,12.0,3.847592104,73,-19.01,26.8,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858184,2016-11-13 12:40:54.687701+00:00,-42.42881713,173.3327939,8.046875,4.850520403,73,39.1,105.3,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858185,2016-11-13 12:41:24.282092+00:00,-42.52948761,173.1735229,5.0,4.48586194,74,-31.93,135.1,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858192,2016-11-13 12:45:10.450998+00:00,-42.49598694,173.2827759,7.0167074199999995,4.538374653,77,-31.61,110.9,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858213,2016-11-13 12:56:17.108936+00:00,-42.54594803,173.7507935,6.0839667319999995,4.507018761,87,-2.49,92.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858219,2016-11-13 12:58:30.459078+00:00,-41.94383621,174.2024078,5.0,4.011556623,90,12.23,26.7,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858253,2016-11-13 13:17:15.970575+00:00,-41.71461105,174.262085,5.808275223,3.879529541,114,25.98,87.2,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858254,2016-11-13 13:17:48.250141+00:00,-42.34515381,173.8178558,11.63631344,4.667221807,115,-53.08,65.3,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858279,2016-11-13 13:31:27.507278+00:00,-42.2741127,173.6455231,13.954163549999999,5.987634877,129,12.62,80.6,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858281,2016-11-13 13:33:38.485238+00:00,-42.2379303,173.8206482,5.0,4.405247551,131,-5.24,31.9,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858286,2016-11-13 13:35:14.981870+00:00,-41.78201675,173.504425,18.09215927,3.992477392,132,7.09,63.5,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858290,2016-11-13 13:37:25.009296+00:00,-42.4613266,173.1970978,10.46934795,4.342912165,136,-31.15,34.2,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858295,2016-11-13 13:38:25.226575+00:00,-41.9795723,173.8778687,5.0,3.770117059,137,-4.62,35.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858300,2016-11-13 13:42:29.986564+00:00,-42.28810883,173.6781006,10.78446865,4.20705136,142,-34.28,26.8,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858305,2016-11-13 13:44:23.978697+00:00,-42.22655106,173.7473755,5.0,4.054174361,144,-4.84,35.5,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858307,2016-11-13 13:46:15.417660+00:00,-42.15080643,173.6315765,5.0,4.284513558,146,-54.88,75.2,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858309,2016-11-13 13:46:51.007771+00:00,-42.51102066,173.2125549,13.08431721,4.135344083,146,-19.29,127.5,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858323,2016-11-13 13:54:39.280566+00:00,-42.33499527,174.0606384,8.568597793999999,4.532750405,154,63.76,52.1,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858327,2016-11-13 13:56:42.490541+00:00,-42.64139175,172.7759094,11.20367908,4.149212513,155,-4.1,62.6,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858331,2016-11-13 13:58:57.362940+00:00,-42.54875565,173.3216705,14.798880579999999,3.528456416,157,20.98,39.7,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858332,2016-11-13 13:59:42.681080+00:00,-42.55233002,173.4058685,11.929708479999999,4.376669416,158,20.49,106.7,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858334,2016-11-13 14:00:27.531376+00:00,-42.04532242,173.8656921,5.0,4.259083295,159,3.42,45.4,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858337,2016-11-13 14:03:41.133951+00:00,-41.76478195,174.2087555,9.17606163,3.9735962,162,9.42,63.2,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858338,2016-11-13 14:04:03.942804+00:00,-42.42387772,173.3104095,27.06696129,4.427011559,163,-3.47,31.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,2016p858340,2016-11-13 14:04:23.670948+00:00,-42.59799576,173.0162811,11.86807919,5.140240672,163,16.26,62.7,5<|dt|<=30s
kaikoura_2016,jma_wc,2016p858341,2016-11-13 14:05:20.899934+00:00,-42.25891495,173.9133453,5.0,4.371502389,164,-52.22,65.8,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858347,2016-11-13 14:07:23.088291+00:00,-42.67722321,172.777359,8.511013985,4.758805722,166,-47.88,146.3,30<|dt|<=120s
kaikoura_2016,jma_wc,2016p858352,2016-11-13 14:08:42.593612+00:00,-42.65197372,172.7860413,5.0,4.665203958,166,31.62,144.0,30<|dt|<=120s
kaikoura_2016,instance,2016p858025,2016-11-13 11:16:07.143576+00:00,-42.60528183,172.9548798,16.25598907,4.972231376,0,68.69,140.8,30<|dt|<=120s
kaikoura_2016,instance,2016p858026,2016-11-13 11:16:53.912618+00:00,-41.97641754,174.0692749,5.0,4.780315751,1,-104.12,25.1,30<|dt|<=120s
kaikoura_2016,instance,2016p858027,2016-11-13 11:17:18.994519+00:00,-42.55535507,173.0496368,14.44154739,4.858002852,1,-79.04,81.0,30<|dt|<=120s
kaikoura_2016,instance,2016p858034,2016-11-13 11:21:15.633552+00:00,-42.60958481,173.0251007,9.518454552,4.965940038,4,32.44,89.4,30<|dt|<=120s
kaikoura_2016,instance,2016p858037,2016-11-13 11:22:31.472048+00:00,-42.15118408,173.4656067,5.0,4.848249243,5,31.0,82.3,30<|dt|<=120s
kaikoura_2016,instance,2016p858036,2016-11-13 11:23:32.903574+00:00,-42.16729355,173.8248901,4.238160133,4.774444777,6,-44.63,18.1,30<|dt|<=120s
kaikoura_2016,instance,2016p858049,2016-11-13 11:28:17.129822+00:00,-41.86572266,174.1859131,5.0,4.139461622,7,16.27,7.7,5<|dt|<=30s
kaikoura_2016,instance,2016p858052,2016-11-13 11:30:24.885250+00:00,-42.52959824,173.3555603,20.47912598,4.483022753,10,-3.55,59.0,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858054,2016-11-13 11:30:40.445674+00:00,-42.70393372,172.7563782,5.0,4.018992078,11,-11.01,111.1,5<|dt|<=30s
kaikoura_2016,instance,2016p858072,2016-11-13 11:40:22.690692+00:00,-42.66152573,172.7606659,4.230461597000001,4.127967103,21,-24.58,66.9,5<|dt|<=30s
kaikoura_2016,instance,2016p858071,2016-11-13 11:41:08.061697+00:00,-42.4037056,173.7074127,1.372720003,4.064400289,21,20.79,17.2,5<|dt|<=30s
kaikoura_2016,instance,2016p858077,2016-11-13 11:44:16.258943+00:00,-41.90325546,173.8865356,12.74179554,4.088879253,24,33.31,110.3,30<|dt|<=120s
kaikoura_2016,instance,2016p858080,2016-11-13 11:45:25.993697+00:00,-41.686306,174.2298584,11.64010715,4.441806642,25,24.12,111.7,5<|dt|<=30s
kaikoura_2016,instance,2016p858089,2016-11-13 11:50:13.635584+00:00,-41.7590065,174.2753906,3.327513456,4.574474222,30,5.15,29.2,5<|dt|<=30s
kaikoura_2016,instance,2016p858097,2016-11-13 11:53:14.229117+00:00,-41.78520584,174.4197998,5.0,5.226144565,34,-27.14,9.2,5<|dt|<=30s
kaikoura_2016,instance,2016p858115,2016-11-13 12:03:55.580497+00:00,-41.73196793,174.1649628,5.0,5.147072764,42,6.29,42.9,5<|dt|<=30s
kaikoura_2016,instance,2016p858116,2016-11-13 12:04:13.879857+00:00,-41.66528702,174.3447266,10.04419327,5.07044771,43,-10.35,17.5,5<|dt|<=30s
kaikoura_2016,instance,2016p858118,2016-11-13 12:06:39.670140+00:00,-42.58607864,172.8027191,0.5259768963,4.0323017,45,-15.5,144.0,5<|dt|<=30s
kaikoura_2016,instance,2016p858122,2016-11-13 12:07:29.743447+00:00,-42.14527512,173.6002655,12.27823734,4.632073733,47,-4.69,79.3,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,2016p858128,2016-11-13 12:10:21.365947+00:00,-41.87003326,173.9710999,7.335517406,4.457834551,50,21.69,45.1,5<|dt|<=30s
kaikoura_2016,instance,2016p858131,2016-11-13 12:11:45.849049+00:00,-41.93925476,174.2323914,5.0,4.38780776,52,-12.71,27.6,5<|dt|<=30s
kaikoura_2016,instance,2016p858145,2016-11-13 12:19:29.839126+00:00,-42.5918808,172.8708496,38.69797516,4.352516879,62,22.29,153.6,5<|dt|<=30s
kaikoura_2016,instance,2016p858147,2016-11-13 12:20:40.905840+00:00,-42.28661728,173.9790192,9.752326965,5.033383097,63,6.54,46.9,5<|dt|<=30s
kaikoura_2016,instance,2016p858149,2016-11-13 12:22:20.379748+00:00,-42.62676239,172.8751831,11.88705063,4.6252295,65,8.8,150.0,5<|dt|<=30s
kaikoura_2016,instance,2016p858152,2016-11-13 12:23:37.329714+00:00,-42.52782059,173.1630249,5.436423779,4.934253935,66,24.92,16.3,5<|dt|<=30s
kaikoura_2016,instance,2016p858150,2016-11-13 12:24:25.072543+00:00,-42.43663406,173.2032928,8.100306511,4.618213367,67,-42.81,73.1,30<|dt|<=120s
