key,weight,bin,lo,hi,n_reference,n_reference_covered,n_reference_outside_windows,n_matched,recovery,coverage_fraction,time_origin,time_origin_label,claim_supported
etna_2022_2024,instance,"[1, 6)h",1.0,6.0,40,34,6,30,0.8823529411764706,0.4,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,instance,"[6, 24)h",6.0,24.0,30,0,30,0,,0.0,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,instance,"[24, 48)h",24.0,48.0,11,0,11,0,,0.0,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,instance,>= 48h,48.0,inf,1573,43,1530,42,0.9767441860465116,0.0001466661986946619,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,quakescope2026,"[0, 1)h",0.0,1.0,31,31,0,29,0.9354838709677419,1.0,2022-08-29T19:15:00+00:00,first_window_start,True
etna_2022_2024,quakescope2026,"[1, 6)h",1.0,6.0,40,34,6,24,0.7058823529411765,0.4,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,quakescope2026,"[6, 24)h",6.0,24.0,30,0,30,0,,0.0,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,quakescope2026,"[24, 48)h",24.0,48.0,11,0,11,0,,0.0,2022-08-29T19:15:00+00:00,first_window_start,False
etna_2022_2024,quakescope2026,>= 48h,48.0,inf,1573,43,1530,42,0.9767441860465116,0.0001466661986946619,2022-08-29T19:15:00+00:00,first_window_start,False
corinth_thiva_2020,jma_wc,"[0, 1)h",0.0,1.0,3,3,0,3,1.0,1.0,2021-01-21T14:30:00+00:00,first_window_start,True
corinth_thiva_2020,jma_wc,"[1, 6)h",1.0,6.0,10,7,3,6,0.8571428571428571,0.4,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,jma_wc,"[6, 24)h",6.0,24.0,7,0,7,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,jma_wc,"[24, 48)h",24.0,48.0,16,0,16,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,jma_wc,>= 48h,48.0,inf,678,11,667,10,0.9090909090909091,0.0007893545118568798,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,instance,"[0, 1)h",0.0,1.0,3,3,0,3,1.0,1.0,2021-01-21T14:30:00+00:00,first_window_start,True
corinth_thiva_2020,instance,"[1, 6)h",1.0,6.0,10,7,3,7,1.0,0.4,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,instance,"[6, 24)h",6.0,24.0,7,0,7,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,instance,"[24, 48)h",24.0,48.0,16,0,16,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,instance,>= 48h,48.0,inf,678,11,667,11,1.0,0.0007893545118568798,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,quakescope2026,"[0, 1)h",0.0,1.0,3,3,0,3,1.0,1.0,2021-01-21T14:30:00+00:00,first_window_start,True
corinth_thiva_2020,quakescope2026,"[1, 6)h",1.0,6.0,10,7,3,6,0.8571428571428571,0.4,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,quakescope2026,"[6, 24)h",6.0,24.0,7,0,7,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,quakescope2026,"[24, 48)h",24.0,48.0,16,0,16,0,,0.0,2021-01-21T14:30:00+00:00,first_window_start,False
corinth_thiva_2020,quakescope2026,>= 48h,48.0,inf,678,11,667,10,0.9090909090909091,0.0007893545118568798,2021-01-21T14:30:00+00:00,first_window_start,False
